Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
769,905101260,80,1,70.0,12886,1,0,1,1,1,2,1,12,1,1,1,5,5,6,1963,1999,2,1,5,6,0,0.0,3,3,1,4,3,3,3,444.0,1,0.0,76.0,520.0,1,5,1,1,1464,0,0,1464,0.0,1.0,2,0,3,1,3,6,4,1,3,1,1997.0,2,2.0,480.0,3,3,2,302,0,0,0,100,0,0,0,0,0,10,2009,1,1,175000
770,905101490,20,1,80.0,8816,1,0,4,1,1,1,1,12,2,1,1,1,5,6,1963,1963,2,1,2,2,0,0.0,3,3,2,3,3,1,2,651.0,1,0.0,470.0,1121.0,1,3,1,1,1121,0,0,1121,1.0,0.0,1,0,3,1,3,5,1,0,0,4,1963.0,1,2.0,480.0,3,3,2,0,80,0,0,0,0,0,2,0,0,6,2009,1,1,139000
771,905103040,60,1,70.0,11184,1,0,4,1,1,2,1,12,1,1,1,2,6,5,1978,1978,1,1,5,6,3,92.0,3,3,1,3,3,1,6,226.0,4,500.0,192.0,918.0,1,4,1,1,918,765,0,1683,0.0,0.0,2,1,3,1,3,7,1,1,3,1,1978.0,2,2.0,440.0,3,3,2,243,0,0,0,0,0,0,0,0,0,7,2009,1,1,172500
772,905103070,20,1,75.0,11625,1,0,4,1,1,2,1,12,1,1,1,1,5,6,1967,1967,1,1,5,6,3,172.0,3,3,1,3,3,1,1,527.0,1,0.0,525.0,1052.0,1,3,1,1,1052,0,0,1052,0.0,0.0,1,1,3,1,3,6,1,1,1,1,1984.0,3,1.0,668.0,3,3,2,0,215,0,0,0,0,0,0,0,0,4,2009,1,4,113500
773,905105190,20,1,65.0,7800,1,0,4,1,1,2,1,12,1,1,1,1,5,7,1967,2004,1,1,5,6,3,89.0,3,3,2,3,3,1,3,450.0,1,0.0,414.0,864.0,1,5,1,1,899,0,0,899,0.0,0.0,1,0,3,1,4,5,1,0,0,1,1967.0,3,1.0,288.0,3,3,2,64,0,0,0,0,0,0,2,0,0,6,2009,1,1,130000
774,905107310,85,1,68.0,8014,1,0,1,1,1,3,1,12,1,1,1,4,6,5,1978,1978,2,1,6,6,3,23.0,3,3,1,4,3,4,4,456.0,1,0.0,0.0,456.0,1,3,1,1,1034,0,0,1034,0.0,1.0,1,0,3,1,3,5,1,1,2,3,1978.0,3,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,1,149900
775,905108190,85,1,68.0,7252,1,0,1,1,1,3,1,12,1,1,1,4,5,5,1982,1982,1,1,3,3,0,0.0,3,3,1,4,3,3,4,685.0,1,0.0,173.0,858.0,1,3,1,1,858,0,0,858,1.0,0.0,1,0,2,1,3,5,1,0,0,4,1983.0,1,2.0,576.0,3,3,2,120,0,0,0,0,0,0,0,0,0,4,2009,1,1,134900
776,905108220,85,1,74.0,8740,1,0,1,1,1,2,1,12,1,1,1,4,5,6,1982,1982,1,1,5,6,0,0.0,3,3,1,3,3,3,3,672.0,1,0.0,168.0,840.0,1,3,1,1,860,0,0,860,1.0,0.0,1,0,2,1,3,4,1,0,0,4,1996.0,1,2.0,528.0,3,3,2,0,0,0,0,0,0,0,0,0,0,7,2009,1,1,137000
777,905200220,20,1,68.0,11616,1,0,4,1,1,2,1,12,1,1,1,1,5,5,1962,1962,2,1,3,3,3,116.0,3,3,1,3,3,1,6,170.0,3,670.0,252.0,1092.0,1,3,1,1,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,1,1,1,1,1962.0,1,1.0,288.0,3,3,2,0,20,144,0,0,0,0,0,0,0,9,2009,1,1,139000
778,905200260,80,1,88.0,15400,1,0,4,1,1,2,1,12,1,1,1,5,5,5,1961,1961,1,1,5,6,0,0.0,3,3,1,3,4,1,5,0.0,1,0.0,552.0,552.0,1,3,1,1,904,611,259,1774,0.0,0.0,2,0,4,1,3,8,1,1,3,1,1961.0,1,1.0,384.0,3,3,2,290,40,0,0,0,0,0,0,0,0,7,2009,1,1,165000
779,905200350,80,1,88.0,15312,1,0,4,1,1,2,1,12,1,1,1,5,6,5,1960,1960,1,1,3,3,3,54.0,3,3,1,3,3,3,1,588.0,1,0.0,550.0,1138.0,1,5,1,1,1138,0,0,1138,0.0,1.0,1,0,3,1,3,6,1,1,3,1,1960.0,2,2.0,480.0,3,3,2,0,0,0,0,140,0,0,2,0,0,3,2009,3,1,148000
780,905225090,80,1,68.0,15584,1,0,4,1,1,2,1,17,1,1,1,5,5,5,1956,1956,1,1,3,3,3,366.0,3,3,1,3,3,2,5,0.0,1,0.0,825.0,825.0,1,5,1,1,2071,0,0,2071,0.0,1.0,1,1,4,1,3,9,1,1,3,1,1956.0,1,1.0,336.0,3,3,2,131,28,0,0,0,0,0,0,0,0,10,2009,1,1,165000
781,905228050,20,1,68.0,9000,1,0,4,1,1,1,1,12,1,1,1,1,2,2,1947,1950,2,1,3,3,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,2,0,1,660,0,0,660,0.0,0.0,1,0,2,1,2,5,4,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,0,6,2009,1,1,63900
782,905229040,50,1,68.0,11250,1,0,4,1,1,2,1,17,1,1,1,3,4,5,1957,1989,2,1,3,3,0,0.0,3,3,1,3,3,3,5,0.0,1,0.0,1104.0,1104.0,1,5,1,2,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,4,2,3,1,1957.0,1,1.0,304.0,3,3,2,120,0,0,0,0,0,0,0,0,0,11,2009,1,1,161500
783,905325020,20,1,65.0,25095,1,0,1,4,1,2,3,17,1,1,1,1,5,8,1968,2003,6,3,3,3,0,0.0,3,3,1,3,3,4,4,1324.0,1,0.0,113.0,1437.0,1,5,1,1,1473,0,0,1473,2.0,0.0,1,0,1,1,5,5,1,2,4,1,1968.0,1,1.0,452.0,3,3,2,0,48,0,0,60,0,0,0,0,0,6,2009,1,2,143000
784,905377010,20,1,68.0,17140,1,0,4,1,1,2,1,19,1,1,1,1,4,6,1956,1956,2,1,2,2,0,0.0,3,3,1,3,3,1,3,1059.0,1,0.0,75.0,1134.0,1,5,1,2,1229,0,0,1229,0.0,0.0,1,0,3,1,3,6,1,0,0,1,1956.0,2,1.0,284.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2009,1,1,135000
785,905377130,30,1,68.0,12342,1,0,1,1,1,2,1,19,1,1,1,1,4,5,1940,1950,2,1,2,2,0,0.0,3,3,1,3,3,1,1,262.0,1,0.0,599.0,861.0,1,5,1,1,861,0,0,861,0.0,0.0,1,0,1,1,3,4,1,0,0,4,1961.0,1,2.0,539.0,3,3,2,158,0,0,0,0,0,0,0,0,0,3,2009,1,1,82500
786,905401100,20,1,68.0,10708,1,0,1,1,1,2,1,17,1,1,1,1,5,5,1955,1993,1,1,3,3,0,0.0,4,3,1,3,3,1,6,379.0,3,768.0,470.0,1617.0,1,5,1,2,1867,0,0,1867,1.0,0.0,1,0,2,1,3,7,1,3,4,1,1955.0,3,1.0,303.0,3,3,2,476,0,0,0,142,0,0,4,0,0,11,2009,3,1,190000
787,905402060,20,1,68.0,13680,1,0,1,1,1,3,1,19,1,1,1,1,3,5,1955,1955,1,1,1,3,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,5,1,2,1733,0,0,1733,0.0,0.0,2,0,4,1,3,8,4,1,4,1,1955.0,1,2.0,452.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,1,139600
788,905402070,20,1,68.0,15635,1,0,1,1,1,3,1,19,1,1,1,1,4,5,1954,1954,2,1,2,2,0,0.0,3,3,1,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1383,0,0,1383,0.0,0.0,1,0,2,1,3,6,2,0,0,1,1980.0,1,2.0,498.0,2,3,2,0,0,90,0,110,0,0,0,0,0,10,2009,1,1,122000
789,905450020,20,1,73.0,9855,1,0,4,1,1,1,1,19,1,1,1,1,6,5,1956,1956,1,1,3,3,0,0.0,3,3,1,3,3,1,5,0.0,1,0.0,1436.0,1436.0,1,2,1,1,1689,0,0,1689,0.0,0.0,1,0,3,1,3,7,1,1,4,1,1956.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,2,0,0,11,2009,3,1,127500
790,905451300,20,1,68.0,9571,1,0,4,1,1,2,1,19,1,1,1,1,5,5,1956,1956,1,1,7,8,0,0.0,3,3,1,3,3,1,2,257.0,1,0.0,816.0,1073.0,1,3,1,2,1073,0,0,1073,1.0,0.0,1,0,2,1,3,5,1,0,0,1,1956.0,1,1.0,340.0,3,3,2,0,0,0,0,0,0,0,3,0,0,2,2009,1,1,121500
791,905451340,20,1,68.0,9571,1,0,4,1,1,2,1,19,1,1,1,1,5,3,1958,1958,2,1,12,10,0,0.0,3,2,1,3,2,1,5,0.0,1,0.0,1276.0,1276.0,1,3,1,2,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,2,0,0,1,1958.0,1,1.0,350.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,3,4,60000
792,905452040,60,1,50.0,9350,1,0,4,3,1,2,1,19,1,1,1,2,6,7,1946,1950,1,1,7,8,0,0.0,3,3,1,3,3,1,1,342.0,1,0.0,405.0,747.0,1,5,1,1,892,747,0,1639,0.0,0.0,1,1,3,1,4,6,1,1,4,4,1946.0,1,1.0,240.0,3,3,2,0,50,0,0,0,0,0,0,0,0,7,2009,1,1,154400
793,905452050,30,1,50.0,9340,1,0,4,1,1,2,1,19,1,1,1,1,4,6,1941,1950,1,1,7,8,0,0.0,3,3,1,3,3,1,2,344.0,1,0.0,328.0,672.0,1,3,1,1,672,0,0,672,1.0,0.0,1,0,2,1,3,4,1,0,0,1,1941.0,1,1.0,234.0,3,3,0,0,113,0,0,0,0,0,0,0,0,8,2009,1,1,113000
794,905475160,20,1,62.0,7440,1,0,4,1,1,2,1,19,1,1,1,1,5,6,1954,1954,2,1,3,3,0,0.0,3,3,1,4,3,1,1,173.0,1,0.0,916.0,1089.0,2,3,1,1,1089,0,0,1089,1.0,0.0,1,0,3,1,3,5,1,1,4,4,1954.0,2,1.0,252.0,3,3,1,328,0,0,0,0,0,0,2,0,0,9,2009,1,1,125000
795,905475500,20,1,68.0,11500,1,0,1,1,1,3,1,19,1,1,1,1,4,3,1957,1957,2,1,3,3,0,0.0,3,4,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,5,0,1,845,0,0,845,0.0,0.0,1,0,3,1,3,5,1,0,0,4,1957.0,1,1.0,290.0,3,3,0,186,0,0,0,0,0,0,0,0,0,1,2009,1,1,84000
796,905476230,120,1,42.0,4235,1,0,4,1,1,2,1,19,1,1,2,1,5,5,1984,1984,2,1,5,6,3,149.0,4,3,1,4,3,2,4,552.0,7,393.0,104.0,1049.0,1,3,1,1,1049,0,0,1049,1.0,0.0,2,0,2,1,4,5,1,0,0,1,1984.0,3,1.0,266.0,3,3,2,0,105,0,0,0,0,0,0,0,0,2,2009,1,1,139500
797,905478030,50,1,60.0,11409,1,0,4,1,1,2,1,19,1,1,1,3,5,4,1949,2008,2,1,3,3,0,0.0,3,3,1,3,3,1,6,292.0,1,0.0,476.0,768.0,1,4,1,1,1148,568,0,1716,0.0,0.0,1,1,3,1,3,8,4,1,4,1,1949.0,1,1.0,281.0,3,3,2,0,0,0,0,160,0,0,0,0,0,1,2009,1,1,131000
798,905480030,50,1,60.0,9060,1,0,4,1,1,2,1,19,1,1,1,3,6,5,1939,1950,2,1,9,7,0,0.0,3,3,4,3,3,2,2,204.0,1,0.0,356.0,560.0,1,3,1,1,698,560,0,1258,0.0,0.0,1,0,2,1,3,6,1,0,0,4,1939.0,1,1.0,280.0,3,3,1,0,0,0,0,0,0,0,2,0,0,10,2009,1,1,105000
799,905480210,70,1,60.0,9084,1,0,4,1,1,2,1,19,6,1,1,2,4,5,1940,1950,2,1,7,8,0,0.0,3,3,1,3,3,2,5,0.0,1,0.0,755.0,755.0,1,3,1,1,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,1,1,4,4,1940.0,1,1.0,296.0,2,1,1,120,0,0,0,0,0,0,2,0,0,10,2009,1,1,108000
800,906201021,80,1,74.0,10778,1,0,1,1,1,2,1,11,2,1,1,5,7,6,1990,1991,2,1,5,6,0,0.0,4,3,2,4,3,1,4,460.0,7,286.0,308.0,1054.0,1,4,1,1,1061,0,0,1061,1.0,0.0,1,1,1,1,4,4,1,0,0,1,1990.0,1,2.0,462.0,3,3,2,114,36,0,0,0,0,0,0,0,0,7,2009,1,1,162000
801,906201050,80,1,66.0,19255,1,0,1,1,1,2,1,11,1,1,1,5,6,5,1983,1983,2,1,3,3,3,100.0,4,3,1,4,3,3,2,70.0,6,450.0,0.0,520.0,1,4,1,1,1338,0,0,1338,0.0,0.0,1,1,2,1,4,5,4,1,1,1,1983.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,3,600,9,2009,1,1,156500
802,906201130,50,1,79.0,12327,1,0,1,4,1,2,2,11,1,1,1,3,8,8,1983,2009,2,1,3,3,0,0.0,4,3,1,4,3,4,4,1441.0,1,0.0,55.0,1496.0,1,5,1,1,1496,636,0,2132,1.0,0.0,1,1,1,1,4,5,4,1,4,2,1983.0,3,2.0,612.0,4,3,2,349,40,0,0,0,0,0,0,0,0,9,2009,1,1,316600
803,906203120,20,1,90.0,14684,1,0,1,1,1,3,1,11,1,1,1,1,7,7,1990,1991,1,1,5,6,3,234.0,4,3,1,4,3,2,3,485.0,3,177.0,1496.0,2158.0,1,4,1,1,2196,0,0,2196,0.0,0.0,2,0,3,1,4,7,1,1,3,1,1990.0,2,3.0,701.0,3,3,2,84,70,0,0,0,0,0,0,0,0,6,2009,1,1,271900
804,906223060,60,1,75.0,9317,1,0,4,1,1,2,1,11,1,1,1,2,7,5,1993,1993,2,1,5,6,3,137.0,4,3,2,4,3,1,3,513.0,1,0.0,227.0,740.0,1,5,1,1,1006,769,0,1775,1.0,0.0,2,1,3,1,4,7,1,1,3,1,1993.0,1,2.0,425.0,3,3,2,234,72,192,0,0,0,0,0,0,0,7,2009,1,1,213000
805,906223080,60,1,85.0,10560,1,0,4,1,1,1,1,11,1,1,1,2,7,5,1993,1994,2,1,2,2,0,0.0,4,4,2,4,4,1,4,474.0,1,0.0,605.0,1079.0,1,5,1,1,1079,800,0,1879,1.0,0.0,2,1,3,1,4,8,1,1,3,1,1993.0,2,2.0,473.0,3,3,2,400,100,144,0,0,0,0,2,0,0,8,2009,1,1,239900
806,906223210,60,1,80.0,9828,1,0,1,1,1,2,1,11,1,1,1,2,8,5,1995,1995,2,1,2,2,0,0.0,4,3,2,4,3,1,4,584.0,1,0.0,544.0,1128.0,1,5,1,1,1142,878,0,2020,0.0,0.0,2,1,3,1,4,8,1,1,3,1,1995.0,2,2.0,466.0,3,3,2,0,155,0,0,0,0,0,0,0,0,6,2009,1,1,239500
807,906226060,70,1,120.0,26400,1,0,4,3,1,4,1,11,2,1,1,2,5,7,1880,2007,2,1,5,6,0,0.0,4,3,2,0,0,0,0,0.0,0,0.0,0.0,0.0,1,5,1,1,1288,728,0,2016,0.0,0.0,1,0,4,1,3,7,2,1,3,1,1900.0,1,2.0,576.0,3,3,1,0,0,0,0,0,0,0,0,0,0,6,2009,1,1,131000
808,906226070,90,1,64.0,7018,1,0,4,3,1,2,1,11,1,1,4,1,5,5,1979,1979,2,1,5,6,0,0.0,3,2,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,1,0,0,1,1979.0,1,2.0,410.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,5,118964
809,906226080,90,1,64.0,7018,1,0,4,3,1,2,1,11,2,1,4,4,5,5,1979,1979,2,1,6,1,1,275.0,3,3,1,4,3,3,4,1086.0,1,0.0,0.0,1086.0,1,3,1,1,1224,0,0,1224,2.0,0.0,0,2,2,2,3,6,1,2,3,4,1979.0,1,2.0,528.0,3,3,2,120,0,0,0,0,0,0,0,0,0,6,2009,1,5,153337
810,906226090,90,1,64.0,7018,1,0,4,1,1,2,1,11,2,1,4,2,5,5,1979,1979,2,1,5,6,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1114,1114,0,2228,0.0,0.0,2,0,6,2,3,8,1,0,0,4,1979.0,1,2.0,720.0,3,3,2,73,0,0,0,0,0,0,0,0,0,6,2009,1,5,147983
811,906226100,90,1,64.0,7018,1,0,4,3,1,2,1,11,1,1,4,1,5,5,1979,1979,2,1,5,6,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,1,0,0,1,1979.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,3,0,0,6,2009,1,5,118858
812,906226110,90,1,64.0,7018,1,0,4,3,1,2,1,11,1,1,4,1,5,5,1979,1979,2,1,6,1,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1535,0,0,1535,0.0,0.0,2,0,4,2,3,8,1,0,0,1,1979.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,5,118858
813,906226120,90,1,64.0,7018,1,0,4,1,1,2,1,11,2,1,4,2,5,5,1979,1979,2,1,6,1,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1120,1120,0,2240,0.0,0.0,2,0,6,2,3,12,1,0,0,4,1979.0,1,2.0,528.0,3,3,2,154,0,0,0,0,0,0,0,0,0,6,2009,1,5,142953
814,906226130,90,1,64.0,7040,1,0,4,1,1,2,1,11,2,1,4,4,5,5,1979,1979,2,1,6,1,3,216.0,3,3,1,4,3,3,4,1094.0,1,0.0,0.0,1094.0,1,3,1,1,1229,0,0,1229,2.0,0.0,0,2,2,2,4,6,1,2,3,4,1979.0,1,2.0,672.0,3,3,2,120,0,0,0,0,0,0,0,0,0,6,2009,1,5,148325
815,906226140,90,1,64.0,7007,1,0,4,3,1,2,1,11,1,1,4,1,5,5,1979,1979,2,1,5,6,0,0.0,3,3,5,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1,1,1513,0,0,1513,0.0,0.0,2,0,4,2,3,8,1,0,0,1,1979.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2009,1,5,113722
816,906230010,90,1,68.0,11855,1,0,4,1,1,2,1,11,1,1,4,2,7,5,2000,2000,1,1,2,2,3,23.0,3,3,2,5,3,1,4,820.0,1,0.0,348.0,1168.0,1,5,1,1,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,1,2,3,2,2000.0,3,4.0,820.0,3,3,2,312,0,0,0,0,0,0,0,0,0,10,2009,1,1,269500
817,906230020,90,1,68.0,7939,1,0,4,1,1,2,1,11,2,1,4,2,7,5,2000,2000,1,1,2,2,3,23.0,3,3,2,5,3,1,4,820.0,1,0.0,348.0,1168.0,1,5,1,1,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,1,2,3,2,2000.0,3,4.0,820.0,3,3,2,312,0,0,0,0,0,0,0,0,0,10,2009,1,1,269500
818,906230030,90,1,68.0,7976,1,0,4,1,1,2,1,11,2,1,4,2,7,5,2000,2000,1,1,2,2,3,23.0,3,3,2,5,3,1,4,820.0,1,0.0,348.0,1168.0,1,5,1,1,1168,1619,0,2787,2.0,0.0,4,2,6,2,3,8,1,2,3,2,2000.0,3,4.0,820.0,3,3,2,312,0,0,0,0,0,0,0,0,0,10,2009,1,1,269500
819,906340100,20,1,84.0,10933,1,0,4,1,1,2,1,20,1,1,1,1,9,5,2009,2009,1,1,2,2,1,242.0,5,3,2,5,3,4,4,1021.0,1,0.0,534.0,1555.0,1,5,1,1,1680,0,0,1680,1.0,0.0,1,1,1,1,5,8,1,1,4,1,2009.0,3,3.0,1138.0,3,3,2,185,24,0,0,0,0,0,0,0,0,7,2009,2,2,323262
820,906340110,20,1,79.0,10637,1,0,4,1,1,2,1,20,1,1,1,1,8,5,2007,2008,1,1,2,2,1,336.0,4,3,2,5,3,4,4,1288.0,1,0.0,417.0,1705.0,1,5,1,1,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,1,1,4,1,2007.0,2,3.0,826.0,3,3,2,208,44,0,0,0,0,0,0,0,0,9,2009,1,1,297000
821,906340120,20,1,61.0,10226,1,0,1,1,1,2,1,20,1,1,1,1,8,5,2008,2008,2,1,2,2,1,270.0,4,3,2,5,3,4,5,0.0,1,0.0,1622.0,1622.0,1,5,1,1,1630,0,0,1630,1.0,0.0,2,0,3,1,5,8,1,1,4,1,2008.0,2,3.0,860.0,3,3,2,172,42,0,0,0,0,0,0,0,0,1,2009,1,1,295493
822,906340130,20,1,65.0,10816,1,0,1,1,1,2,1,20,1,1,1,1,9,5,2008,2008,2,1,2,2,1,364.0,5,3,2,5,3,4,4,1104.0,1,0.0,616.0,1720.0,1,5,1,1,1720,0,0,1720,1.0,0.0,2,0,3,1,5,8,1,1,4,1,2008.0,2,3.0,846.0,3,3,2,208,104,0,0,0,0,0,0,0,0,11,2009,1,1,332000
823,906378110,20,1,71.0,9178,1,0,4,1,1,2,1,20,1,1,1,1,8,5,2008,2008,2,1,2,2,0,0.0,4,3,2,4,3,3,5,0.0,1,0.0,1468.0,1468.0,1,5,1,1,1468,0,0,1468,0.0,0.0,2,0,3,1,4,6,1,1,4,1,2008.0,2,3.0,904.0,3,3,2,192,142,0,0,0,0,0,0,0,0,6,2009,1,1,239900
824,906380050,60,1,68.0,10769,1,0,1,1,1,2,1,20,1,1,1,2,8,5,2007,2007,2,1,2,2,0,0.0,4,3,2,4,3,3,4,20.0,1,0.0,846.0,866.0,1,5,1,1,866,902,0,1768,0.0,0.0,2,1,3,1,4,7,1,0,0,1,2007.0,2,2.0,578.0,3,3,2,144,105,0,0,0,0,0,0,0,0,4,2009,1,1,212000
825,906380060,20,1,77.0,11422,1,0,1,1,1,2,1,20,1,1,1,1,8,5,2007,2008,1,1,2,2,1,352.0,4,3,2,5,3,3,4,1359.0,1,0.0,479.0,1838.0,1,5,1,1,1838,0,0,1838,1.0,0.0,2,0,3,1,4,7,1,2,4,1,2007.0,2,2.0,524.0,3,3,2,154,222,0,0,0,0,0,0,0,0,4,2009,1,1,272500
826,906380100,20,1,122.0,11923,1,0,1,1,1,1,1,20,1,1,1,1,9,5,2007,2007,2,1,2,2,0,0.0,4,3,2,5,3,1,5,0.0,1,0.0,1800.0,1800.0,1,5,1,1,1800,0,0,1800,0.0,0.0,2,0,2,1,5,7,1,0,0,1,2007.0,3,2.0,702.0,3,3,2,288,136,0,0,0,0,0,0,0,0,5,2009,1,1,239000
827,906380130,20,1,68.0,8814,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2006,2006,2,1,2,2,1,180.0,4,3,2,4,3,1,4,1334.0,1,0.0,270.0,1604.0,1,5,1,1,1604,0,0,1604,1.0,0.0,2,1,3,1,4,8,1,1,4,1,2006.0,2,2.0,660.0,3,3,2,123,110,0,0,0,0,0,0,0,0,3,2009,1,4,220000
828,906380210,20,1,64.0,6762,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2007,2007,2,1,2,2,0,0.0,4,3,2,4,3,3,4,902.0,1,0.0,380.0,1282.0,1,5,1,1,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,1,1,4,1,2007.0,2,2.0,662.0,3,3,2,168,0,0,0,0,0,0,0,0,0,5,2009,1,1,200000
829,906380220,20,1,95.0,10324,1,0,1,1,1,1,1,20,1,1,1,1,8,5,2008,2008,2,1,2,2,3,140.0,4,3,2,4,3,3,4,872.0,1,0.0,382.0,1254.0,1,5,1,1,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,1,0,0,1,2008.0,2,3.0,810.0,3,3,2,168,92,0,0,0,0,0,0,0,0,3,2009,1,1,221800
830,906392070,20,1,64.0,7314,1,0,4,1,1,2,1,20,1,1,1,1,7,5,2007,2007,2,1,2,2,1,82.0,4,3,2,4,3,3,4,724.0,1,0.0,508.0,1232.0,1,5,1,1,1232,0,0,1232,1.0,0.0,2,0,2,1,4,6,1,0,0,1,2007.0,2,2.0,632.0,3,3,2,132,0,0,0,0,0,0,0,0,0,2,2009,1,1,194500
831,906392110,20,1,78.0,11645,1,0,4,1,1,2,1,20,1,1,1,1,8,5,2005,2006,2,1,2,2,1,76.0,4,3,2,5,3,4,4,24.0,1,0.0,1474.0,1498.0,1,5,1,1,1498,0,0,1498,0.0,0.0,2,0,3,1,4,7,1,1,4,1,2005.0,3,3.0,844.0,3,3,2,144,98,0,0,0,0,0,0,0,0,3,2009,1,1,237000
832,906392130,60,1,79.0,11646,1,0,1,1,1,2,1,20,1,1,1,2,6,5,2005,2006,2,1,2,2,0,0.0,4,3,2,4,3,3,5,0.0,1,0.0,704.0,704.0,1,5,1,1,704,718,0,1422,0.0,0.0,2,1,3,1,4,7,1,1,4,1,2005.0,3,2.0,440.0,3,3,2,36,28,0,0,0,0,0,0,0,0,7,2009,1,1,173000
833,906402060,80,1,68.0,12800,1,0,4,4,1,2,2,11,1,1,1,5,7,5,1989,1989,2,1,3,3,3,145.0,4,3,2,4,3,4,4,1518.0,1,0.0,0.0,1518.0,1,4,1,1,1644,0,0,1644,1.0,1.0,2,0,2,1,4,5,1,1,3,1,1989.0,3,2.0,569.0,3,3,2,80,0,0,0,396,0,0,0,0,0,8,2009,1,1,275000
834,906426210,60,1,68.0,16698,1,0,1,2,1,3,2,17,1,1,1,2,7,5,1992,1993,2,1,2,2,0,0.0,4,3,2,4,3,3,4,800.0,1,0.0,649.0,1449.0,1,4,1,1,944,815,0,1759,1.0,0.0,2,1,3,1,4,7,1,1,3,1,1992.0,1,2.0,525.0,3,3,2,150,193,0,0,0,0,0,0,0,0,6,2009,1,1,233500
835,906475070,60,1,68.0,28698,1,0,2,4,1,3,3,17,1,1,1,2,5,5,1967,1967,6,3,6,1,0,0.0,3,3,2,3,4,4,6,249.0,7,764.0,0.0,1013.0,1,3,1,1,1160,966,0,2126,0.0,1.0,2,1,3,1,3,7,4,0,0,1,1967.0,3,2.0,538.0,3,3,2,486,0,0,0,225,0,0,0,0,0,6,2009,1,4,185000
836,907126010,20,1,82.0,12464,1,0,2,4,1,1,2,20,1,1,1,1,5,5,1996,1996,2,1,2,2,0,0.0,3,4,2,4,3,1,4,732.0,1,0.0,308.0,1040.0,1,4,1,1,1040,0,0,1040,1.0,0.0,1,0,3,1,4,6,1,0,0,4,2000.0,1,2.0,576.0,3,3,2,168,0,0,0,0,0,0,3,0,0,11,2009,1,1,152000
